country,year,iso_code,population,gdp,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,cluster
China,1995,CHN,1218144384.0,4810000039936.0,0.152,3361.637,257.898,8.309,4453.87,150.775,3.504,3.656,0.926,0.43,2.76,0.699,0.325,2569.754,2.11,2993.954,2.458,0.622,1641.281,58128.523,105342.797,46520.156,38.078,653.844,51892.484,7709.294,1565.87,8498.712,2.152,3.728,0.003,42.436,0.035,3.536,3.252,1092.233,0.897,848.71,0.697,358.81,0.295,468.23,0.384,0.076,92.852,10352.658,29.671,14.29,15.272,29.191,10.91,6.298,6.664,9.684,0.398,0.658,7.836,2.442,53.297,1.142,1.008,19.368,5.014,41.535,7.613,0.034,0.042,0.08,0.004,3961.46,4307.87,2
China,1996,CHN,1228298880.0,5127589593088.0,0.157,3508.818,147.181,4.378,4652.544,198.674,4.461,3.788,0.907,0.427,2.857,0.684,0.322,2660.401,2.166,3125.313,2.544,0.61,1834.135,61637.344,109995.336,49180.559,43.662,698.315,53036.211,8219.917,1660.757,8880.126,2.127,5.584,0.005,44.47,0.036,3.524,3.243,1143.726,0.931,857.26,0.698,384.86,0.313,510.622,0.416,0.077,94.887,10907.449,30.365,14.469,15.382,29.48,11.698,6.507,6.828,10.049,0.44,0.673,7.937,2.527,52.555,1.593,1.011,19.071,5.307,42.739,7.741,0.035,0.044,0.083,0.004,3982.98,4328.95,2
China,1997,CHN,1237801472.0,5291339415552.0,0.164,3515.594,6.776,0.193,4659.896,7.351,0.158,3.765,0.881,0.424,2.84,0.664,0.32,2609.556,2.108,3058.559,2.471,0.578,2037.009,65152.938,114655.234,51790.113,49.087,742.473,54180.512,8777.878,1756.377,8871.482,2.075,5.425,0.004,44.159,0.036,3.494,3.214,1144.301,0.924,812.25,0.656,356.78,0.288,557.961,0.451,0.077,95.62,10981.134,30.699,14.411,14.618,29.067,12.466,6.705,6.979,10.392,0.478,0.686,8.018,2.619,51.906,1.537,1.001,15.296,5.713,42.739,7.851,0.035,0.046,0.086,0.004,3978.52,4324.41,2
China,1998,CHN,1246836096.0,5338703069184.0,0.17,3364.587,-151.007,-4.295,4430.843,-229.052,-4.915,3.554,0.83,0.403,2.699,0.63,0.306,2444.771,1.961,2959.776,2.374,0.554,2248.377,68517.523,119086.07,54234.887,53.219,792.974,55246.766,9337.141,1850.93,8822.785,2.061,4.132,0.003,50.501,0.041,3.563,3.286,1066.255,0.855,814.34,0.653,365.83,0.293,559.262,0.449,0.076,94.553,11000.566,32.106,13.828,14.529,27.985,13.227,6.879,7.117,10.695,0.502,0.704,8.102,2.706,51.353,1.227,1.126,17.295,5.653,42.87,7.951,0.036,0.048,0.088,0.005,4096.86,4442.51,2
China,1999,CHN,1255433216.0,5578502963200.0,0.182,3557.275,192.687,5.727,4461.806,30.963,0.699,3.554,0.8,0.392,2.834,0.638,0.312,2580.992,2.056,3172.408,2.527,0.569,2476.699,72074.797,123547.875,56815.879,57.652,847.545,56151.297,9933.892,1943.135,9069.433,2.041,4.433,0.004,54.572,0.043,3.485,3.209,904.531,0.72,808.7,0.644,381.46,0.304,596.751,0.475,0.073,92.205,11386.067,33.066,14.325,14.469,29.122,14.001,7.06,7.25,11.012,0.527,0.723,8.163,2.797,50.82,1.343,1.188,15.065,5.888,42.054,8.052,0.037,0.049,0.091,0.005,4029.26,4375.02,2
China,2000,CHN,1264099072.0,5952682590208.0,0.193,3649.201,91.926,2.584,4320.913,-140.893,-3.158,3.418,0.726,0.366,2.887,0.613,0.309,2601.737,2.058,3262.526,2.581,0.548,2721.087,75724.0,127868.797,59417.617,62.389,907.342,56823.008,10582.577,2032.992,9334.936,1.982,4.737,0.004,59.796,0.047,3.613,3.34,671.712,0.531,808.41,0.64,376.31,0.298,648.686,0.513,0.071,89.857,11800.283,33.876,14.31,13.994,28.258,14.78,7.237,7.37,11.314,0.553,0.744,8.196,2.896,50.323,1.364,1.264,12.495,6.311,41.539,8.15,0.037,0.051,0.093,0.005,4221.71,4567.27,2
China,2001,CHN,1272739584.0,6329737412608.0,0.213,3728.513,79.313,2.173,4308.903,-12.01,-0.278,3.386,0.681,0.346,2.93,0.589,0.299,2637.655,2.072,3358.154,2.639,0.531,2991.916,79452.516,132177.703,62055.27,67.171,974.499,57403.398,11241.878,2121.782,9797.812,1.97,4.783,0.004,67.157,0.053,3.74,3.481,580.39,0.456,800.87,0.629,378.53,0.297,659.3,0.518,0.07,88.79,12470.062,35.921,14.522,14.03,28.487,15.612,7.412,7.486,11.611,0.578,0.769,8.22,2.992,49.886,1.424,1.412,11.524,6.366,41.619,8.246,0.038,0.053,0.096,0.005,4430.46,4759.81,2
China,2002,CHN,1280926080.0,6814493573120.0,0.221,4103.042,374.529,10.045,4596.373,287.47,6.672,3.588,0.674,0.338,3.203,0.602,0.302,3018.634,2.357,3650.118,2.85,0.536,3274.604,83555.555,136774.062,65073.906,71.657,1028.492,57896.73,11894.963,2211.938,10602.087,1.993,4.486,0.004,53.993,0.042,3.945,3.687,493.33,0.385,793.65,0.62,397.24,0.31,653.086,0.51,0.07,90.156,13580.49,36.155,15.632,14.53,31.171,16.417,7.608,7.61,11.96,0.6,0.781,8.228,3.081,49.489,1.381,1.101,9.161,6.318,41.682,8.349,0.039,0.055,0.099,0.005,4723.4,5053.06,2
China,2003,CHN,1288873344.0,7248623435776.0,0.274,4841.119,738.076,17.989,5362.1,765.727,16.659,4.16,0.74,0.339,3.756,0.668,0.306,3601.712,2.794,4077.756,3.164,0.563,3628.283,88396.68,142136.156,68675.617,76.836,1089.238,58417.715,12622.062,2304.642,12273.32,2.182,5.18,0.004,60.745,0.047,4.441,4.187,520.981,0.404,818.95,0.635,401.81,0.312,727.099,0.564,0.072,92.704,15818.756,41.125,17.509,16.015,34.228,17.438,7.851,7.763,12.382,0.625,0.797,8.233,3.182,49.133,1.503,1.195,8.931,6.848,41.94,8.475,0.039,0.057,0.102,0.005,5395.93,5724.51,2
China,2004,CHN,1296816768.0,7830953263104.0,0.284,5217.351,376.232,7.772,5825.695,463.596,8.646,4.492,0.744,0.315,4.023,0.666,0.282,3835.288,2.957,4315.593,3.328,0.551,3996.679,93614.023,147961.875,72510.906,82.028,1160.759,59026.055,13461.154,2402.502,14272.745,2.364,5.192,0.004,71.521,0.055,5.005,4.751,608.344,0.469,865.02,0.667,417.61,0.322,839.093,0.647,0.075,97.86,18509.135,40.998,18.23,17.127,35.262,18.414,8.108,7.934,12.822,0.649,0.817,8.256,3.301,48.81,1.515,1.36,11.279,7.621,42.258,8.62,0.04,0.059,0.105,0.006,6161.01,6489.94,2
China,2005,CHN,1304887552.0,8602939555840.0,0.315,5882.143,664.792,12.742,6268.588,442.893,7.602,4.804,0.729,0.298,4.508,0.684,0.28,4424.39,3.391,4717.784,3.615,0.548,4408.328,99496.164,154230.453,76935.289,87.616,1245.716,59412.5,14311.327,2507.889,16114.158,2.444,5.588,0.004,84.957,0.065,5.566,5.314,386.445,0.296,902.04,0.691,427.86,0.328,850.173,0.652,0.081,105.387,21027.164,42.705,19.877,18.178,38.294,19.447,8.403,8.12,13.332,0.675,0.845,8.254,3.417,48.561,1.606,1.581,7.9,7.653,43.499,8.788,0.041,0.062,0.109,0.006,6934.07,7263.56,2
China,2006,CHN,1313086592.0,9489543593984.0,0.358,6494.338,612.195,10.408,6898.949,630.36,10.056,5.254,0.727,0.299,4.946,0.684,0.282,4905.374,3.736,5135.453,3.911,0.541,4878.415,105990.508,161129.391,81840.672,93.15,1349.469,59817.113,15209.861,2618.945,17552.789,2.429,5.534,0.004,103.753,0.079,6.049,5.798,404.611,0.308,940.51,0.716,440.71,0.336,898.534,0.684,0.085,111.056,23048.332,44.713,21.219,19.249,40.211,20.566,8.725,8.326,13.889,0.699,0.882,8.25,3.537,48.343,1.592,1.872,7.729,8.015,43.902,8.973,0.042,0.065,0.113,0.006,7612.85,7942.46,2
China,2007,CHN,1321513216.0,10358205972480.0,0.39,6983.577,489.239,7.533,7342.994,444.045,6.436,5.557,0.709,0.293,5.285,0.674,0.279,5289.904,4.003,5545.422,4.196,0.535,5393.396,112974.086,168472.391,87130.57,98.115,1478.985,60176.527,16137.212,2735.806,18955.223,2.418,4.965,0.004,129.515,0.098,6.471,6.221,359.417,0.272,970.03,0.734,449.65,0.34,927.351,0.702,0.088,116.861,25049.576,45.607,22.17,20.366,41.364,21.704,9.065,8.546,14.472,0.718,0.932,8.248,3.657,48.191,1.446,2.26,7.889,8.244,45.012,9.169,0.043,0.068,0.118,0.006,8221.63,8551.05,2
China,2008,CHN,1330167168.0,10799147909120.0,0.395,7501.498,517.921,7.416,7854.141,511.147,6.961,5.905,0.727,0.302,5.64,0.695,0.288,5729.474,4.307,5969.058,4.487,0.553,5919.32,120475.586,176326.547,92860.047,102.781,1628.659,60529.172,17107.328,2857.448,19561.799,2.409,4.666,0.004,149.674,0.113,6.62,6.373,352.643,0.265,988.56,0.743,465.49,0.35,970.117,0.729,0.091,121.642,26020.463,45.998,23.412,21.353,43.393,22.773,9.425,8.781,15.093,0.734,0.99,8.243,3.78,48.13,1.394,2.539,7.438,8.657,46.793,9.374,0.044,0.071,0.122,0.006,8477.05,8805.33,2
China,2009,CHN,1339125632.0,11572544012288.0,0.436,7891.089,389.592,5.194,8248.937,394.796,5.027,6.16,0.713,0.304,5.893,0.682,0.291,6028.5,4.502,6721.393,5.019,0.581,6502.88,128366.672,184575.469,98888.547,107.337,1793.063,60887.02,18089.676,2985.169,20281.068,2.347,4.557,0.003,164.404,0.123,7.005,6.759,357.847,0.267,1017.72,0.76,476.38,0.356,982.348,0.734,0.095,127.721,27158.898,49.647,25.056,22.459,46.255,23.936,9.801,9.027,15.739,0.749,1.053,8.233,3.903,48.296,1.379,2.86,6.834,8.962,52.338,9.589,0.046,0.075,0.127,0.007,9051.17,9380.45,2
China,2010,CHN,1348191360.0,12858808074240.0,0.474,8620.627,729.538,9.245,8631.894,382.958,4.643,6.403,0.671,0.297,6.394,0.67,0.297,6568.793,4.872,7336.8,5.442,0.571,7142.472,136987.297,193207.375,105457.336,111.311,1992.648,60898.289,19182.248,3101.279,21551.547,2.26,3.974,0.003,199.585,0.148,7.574,7.33,11.268,0.008,1066.02,0.791,488.82,0.363,1092.572,0.81,0.086,116.11,29055.609,50.969,25.883,22.43,47.119,25.129,10.2,9.274,16.42,0.758,1.129,8.177,4.04,48.253,1.164,3.223,0.218,9.643,47.168,9.816,0.047,0.079,0.132,0.007,9882.38,10211.64,2
China,2011,CHN,1357095424.0,13691527364608.0,0.522,9532.409,911.782,10.577,9593.182,961.287,11.136,7.069,0.701,0.306,7.024,0.696,0.304,7309.786,5.386,8137.908,5.997,0.594,7851.037,146519.703,202800.547,112767.125,115.165,2238.638,60959.059,20306.107,3241.635,23090.885,2.289,3.853,0.003,245.99,0.181,8.172,7.65,60.772,0.045,1112.8,0.82,497.79,0.367,1123.859,0.828,0.103,140.357,31336.535,52.518,27.681,24.192,49.621,26.37,10.637,9.553,17.165,0.766,1.224,8.128,4.177,48.366,1.072,3.86,1.165,9.903,51.024,10.073,0.048,0.083,0.138,0.007,10382.27,11089.79,2
China,2012,CHN,1366560768.0,14773157625856.0,0.523,9779.354,246.946,2.591,9837.238,244.057,2.544,7.199,0.666,0.302,7.156,0.662,0.3,7464.806,5.462,8498.251,6.219,0.575,8565.818,156299.062,212637.797,120231.93,118.897,2516.237,61016.941,21482.82,3383.358,23873.199,2.208,3.733,0.003,277.599,0.203,8.324,7.806,57.883,0.042,1113.26,0.815,509.82,0.373,1176.712,0.861,0.104,141.722,32624.178,51.64,27.993,24.422,50.111,27.493,11.066,9.83,17.895,0.771,1.329,8.078,4.317,48.479,0.989,4.269,1.083,10.234,51.217,10.324,0.049,0.088,0.144,0.007,10667.19,11374.8,2
China,2013,CHN,1376100352.0,15925464006656.0,0.544,9956.376,177.021,1.81,10002.81,165.572,1.683,7.269,0.628,0.295,7.235,0.625,0.294,7493.454,5.445,8724.944,6.34,0.548,9314.142,166255.438,222640.609,127725.391,122.53,2836.365,61063.375,22717.441,3539.575,24600.359,2.126,3.632,0.003,320.127,0.233,8.62,8.106,46.434,0.034,1136.23,0.826,523.04,0.38,1234.622,0.897,0.114,156.217,33852.562,51.862,28.259,24.95,49.993,28.572,11.484,10.105,18.596,0.775,1.448,8.033,4.461,48.664,0.942,4.898,0.956,10.658,53.037,10.576,0.051,0.092,0.15,0.007,11154.26,11861.84,2
China,2014,CHN,1385189632.0,17103948087296.0,0.562,9998.674,42.298,0.425,10441.911,439.101,4.39,7.538,0.61,0.301,7.218,0.585,0.288,7425.067,5.36,8815.555,6.364,0.515,10092.769,176254.109,233082.5,135150.453,126.46,3206.586,61506.613,23973.047,3704.798,25071.705,2.03,3.93,0.003,370.222,0.267,8.62,8.11,443.237,0.32,1149.47,0.83,534.71,0.386,1255.605,0.906,0.119,165.223,34729.066,51.926,28.192,25.668,49.48,29.599,11.884,10.387,19.256,0.781,1.583,8.036,4.603,48.883,1.016,5.57,8.5,10.804,54.103,10.824,0.052,0.096,0.156,0.008,11233.38,11940.74,2
China,2015,CHN,1393715456.0,18301224747008.0,0.518,9866.951,-131.722,-1.317,10242.954,-198.957,-1.905,7.349,0.56,0.292,7.08,0.539,0.281,7266.979,5.214,8868.106,6.363,0.485,10814.763,186121.062,243325.469,142417.422,130.361,3586.639,61882.613,25301.852,3870.017,25210.303,1.92,3.901,0.003,380.052,0.273,8.47,7.962,376.002,0.27,1147.67,0.823,549.87,0.395,1328.805,0.953,0.119,165.219,35135.988,49.984,27.823,24.926,49.563,30.427,12.256,10.649,19.876,0.787,1.713,8.026,4.749,49.096,1.015,5.603,6.678,11.18,54.411,11.052,0.053,0.101,0.162,0.008,11097.28,11804.7,2
China,2016,CHN,1401889664.0,19545710395392.0,0.53,9765.029,-101.923,-1.033,9978.354,-264.6,-2.583,7.118,0.511,0.283,6.966,0.5,0.277,7071.404,5.044,8865.027,6.324,0.454,11557.807,195886.094,253303.812,149488.828,133.452,4008.365,62095.941,26659.688,4037.945,25164.398,1.805,3.09,0.002,421.726,0.301,8.398,7.936,213.326,0.152,1107.28,0.79,551.99,0.394,1357.838,0.969,0.12,167.928,35277.711,50.108,27.538,24.909,49.362,31.215,12.605,10.894,20.454,0.788,1.853,8.006,4.894,49.345,0.826,6.051,4.639,11.309,55.883,11.264,0.054,0.105,0.168,0.008,11126.01,11773.34,2
China,2017,CHN,1410275968.0,20894363680768.0,0.538,10011.151,246.122,2.52,10472.555,494.2,4.953,7.426,0.501,0.286,7.099,0.479,0.273,7163.318,5.079,9142.489,6.483,0.438,12315.993,205897.234,263776.375,156652.156,136.421,4494.724,62557.344,28090.275,4207.678,25987.383,1.754,2.969,0.002,486.359,0.345,8.519,8.06,461.403,0.327,1116.91,0.792,549.27,0.389,1430.587,1.014,0.12,169.733,36649.383,50.393,27.789,25.801,49.437,31.964,12.949,11.15,21.018,0.787,2.012,8.018,5.043,49.585,0.766,6.83,10.107,11.707,56.052,11.481,0.056,0.11,0.174,0.008,11366.6,12014.2,2
China,2018,CHN,1417069440.0,22294286041088.0,0.555,10353.935,342.783,3.424,11050.448,577.893,5.518,7.798,0.496,0.288,7.307,0.464,0.27,7316.4,5.163,9615.418,6.785,0.431,13102.737,216251.172,274826.812,163968.547,139.829,5070.093,63253.855,29590.75,4379.217,27104.984,1.723,3.408,0.002,575.369,0.406,8.838,8.381,696.514,0.492,1147.49,0.81,545.9,0.385,1500.474,1.059,0.121,171.539,38409.645,50.245,28.161,26.918,49.686,32.678,13.293,11.419,21.573,0.788,2.196,8.063,5.198,49.826,0.837,7.674,16.254,12.231,56.586,11.706,0.057,0.115,0.18,0.008,11877.1,12524.34,2
China,2019,CHN,1421864064.0,23631939764224.0,0.582,10721.042,367.108,3.546,11471.032,420.584,3.806,8.068,0.485,0.285,7.54,0.454,0.267,7523.17,5.291,9932.761,6.986,0.42,13929.613,226972.219,286297.844,171491.719,143.668,5700.265,64003.848,31150.477,4556.474,28264.688,1.701,3.839,0.003,630.171,0.443,8.955,8.499,749.99,0.527,1163.53,0.818,536.88,0.378,1559.728,1.097,0.125,177.257,40188.543,51.175,28.944,27.55,51.233,33.394,13.641,11.693,22.135,0.79,2.39,8.111,5.356,50.103,0.882,8.268,16.313,12.601,58.077,11.934,0.058,0.119,0.186,0.009,12085.05,12732.25,2
China,2020,CHN,1424929792.0,24151844716544.0,0.602,10914.012,192.97,1.8,11743.429,272.396,2.375,8.241,0.486,0.283,7.659,0.452,0.263,7679.546,5.389,9984.131,7.007,0.413,14787.846,237886.219,298041.281,179171.266,148.838,6376.738,64833.266,32673.529,4728.013,29119.828,1.718,5.17,0.004,676.473,0.475,9.083,8.629,829.416,0.582,1186.57,0.833,537.23,0.377,1523.052,1.069,0.12,171.539,41493.711,52.554,31.176,29.879,53.983,34.116,14.002,11.981,22.709,0.801,2.591,8.172,5.514,50.355,1.297,8.954,19.31,13.973,58.139,12.175,0.06,0.124,0.193,0.009,12295.62,12942.87,2
Germany,1990,DEU,79370192.0,2015547490304.0,0.193,1054.741,45.948,4.555,1014.775,30.797,3.13,12.785,0.503,0.242,13.289,0.523,0.252,569.117,7.17,1194.926,15.055,0.593,779.13,66794.344,66887.266,53575.48,6.981,2061.98,332.439,10359.835,10.936,52823.883,2.08,3.841,0.048,122.282,1.541,14.234,13.821,-39.965,-0.504,99.83,1.258,67.17,0.846,333.267,4.199,0.138,10.936,4192.642,3.099,4.636,3.635,6.54,6.362,8.268,4.649,12.247,0.085,2.606,0.052,3.851,0.591,1.484,3.192,-0.773,3.605,4.904,3.921,0.007,0.03,0.038,0.002,1096.99,1129.74,1
Germany,1991,DEU,79801984.0,2141316317184.0,0.172,1016.87,-37.87,-3.59,976.293,-38.482,-3.792,12.234,0.456,0.239,12.742,0.475,0.249,504.043,6.316,1144.322,14.34,0.534,792.872,67811.211,67863.562,54079.52,10.6,2192.126,291.862,10715.087,21.005,51259.914,1.91,3.619,0.045,130.146,1.631,13.814,13.404,-40.577,-0.508,96.97,1.215,66.09,0.828,355.252,4.452,0.126,10.069,4090.643,2.708,4.378,3.465,5.851,6.217,8.159,4.626,12.123,0.125,2.64,0.046,3.845,1.017,1.321,3.329,-0.82,3.659,4.67,3.895,0.007,0.03,0.039,0.002,1069.65,1102.4,1
Germany,1992,DEU,80205024.0,2204952428544.0,0.18,969.474,-47.396,-4.661,950.103,-26.19,-2.683,11.846,0.431,0.237,12.087,0.44,0.242,454.311,5.664,1207.438,15.054,0.548,807.316,68780.688,68813.672,54533.832,14.14,2321.495,272.491,11073.008,30.894,49988.609,1.818,3.54,0.044,129.37,1.613,13.179,12.771,-19.371,-0.242,91.52,1.141,66.11,0.824,357.921,4.463,0.123,9.889,4009.338,2.733,4.296,3.419,5.402,6.078,8.057,4.604,11.999,0.163,2.668,0.042,3.846,1.354,1.463,3.267,-0.371,3.886,4.575,3.869,0.007,0.03,0.039,0.002,1024.26,1057.02,1
Germany,1993,DEU,80573496.0,2206290935808.0,0.18,959.367,-10.107,-1.043,944.012,-6.092,-0.641,11.716,0.428,0.237,11.907,0.435,0.24,430.776,5.346,1160.422,14.402,0.526,821.847,69740.055,69757.672,54964.609,17.458,2457.783,257.136,11437.582,40.774,49538.949,1.809,3.318,0.041,136.288,1.691,13.013,12.607,-15.356,-0.191,89.98,1.117,63.05,0.783,364.574,4.525,0.123,9.88,3991.526,2.636,4.208,3.38,5.061,5.941,7.957,4.581,11.871,0.196,2.699,0.04,3.849,1.632,1.417,3.351,-0.299,3.955,4.571,3.843,0.007,0.031,0.039,0.002,1015.75,1048.5,1
Germany,1994,DEU,80882120.0,2283952930816.0,0.19,943.185,-16.182,-1.687,927.707,-16.304,-1.727,11.47,0.406,0.235,11.661,0.413,0.239,418.185,5.17,1134.98,14.033,0.497,837.188,70683.234,70685.383,55382.793,20.678,2599.933,241.658,11791.351,51.295,48888.086,1.731,3.22,0.04,142.15,1.757,12.845,12.44,-15.478,-0.191,88.51,1.094,66.51,0.822,353.769,4.374,0.13,10.521,3954.172,2.607,4.095,3.22,4.886,5.805,7.858,4.556,11.745,0.224,2.732,0.037,3.849,1.89,1.023,3.465,-0.268,3.823,4.862,3.815,0.007,0.031,0.04,0.002,1006.17,1038.94,1
Germany,1995,DEU,81123264.0,2347761139712.0,0.192,939.897,-3.288,-0.349,921.047,-6.66,-0.718,11.354,0.392,0.232,11.586,0.4,0.236,406.046,5.005,1140.018,14.053,0.486,852.75,71623.133,71606.43,55788.84,23.738,2752.904,222.808,12143.014,61.89,48996.98,1.693,3.06,0.038,152.97,1.886,12.753,12.349,-18.85,-0.232,87.49,1.078,64.6,0.796,351.664,4.335,0.131,10.595,3974.795,2.501,3.995,3.158,4.612,5.668,7.76,4.53,11.614,0.248,2.77,0.034,3.846,2.106,0.937,3.633,-0.334,3.766,4.739,3.787,0.007,0.032,0.04,0.002,1001.83,1034.57,1
Germany,1996,DEU,81300864.0,2391519789056.0,0.182,959.653,19.756,2.102,940.433,19.386,2.105,11.567,0.393,0.229,11.804,0.401,0.234,400.612,4.928,1123.903,13.824,0.47,867.561,72582.789,72546.859,56189.453,26.952,2922.86,203.587,12504.033,71.93,50501.871,1.717,3.213,0.04,169.956,2.09,13.095,12.692,-19.221,-0.236,86.23,1.061,65.81,0.809,361.019,4.441,0.124,10.041,4105.846,2.332,3.957,3.109,4.439,5.533,7.662,4.503,11.482,0.272,2.816,0.03,3.843,2.276,0.917,3.866,-0.32,3.752,4.523,3.759,0.006,0.032,0.04,0.002,1031.85,1064.64,1
Germany,1997,DEU,81436096.0,2461046145024.0,0.188,931.487,-28.166,-2.935,916.53,-23.902,-2.542,11.255,0.372,0.226,11.438,0.378,0.23,386.864,4.751,1078.258,13.241,0.438,882.836,73514.273,73463.391,56576.316,30.191,3085.738,188.631,12857.081,82.114,49771.383,1.647,3.239,0.04,162.878,2.0,12.617,12.215,-14.956,-0.184,83.26,1.022,63.29,0.777,353.047,4.335,0.125,10.184,4053.187,2.311,3.818,2.875,4.309,5.403,7.566,4.472,11.352,0.294,2.852,0.028,3.837,2.427,0.918,3.69,-0.2,3.615,4.552,3.728,0.006,0.033,0.041,0.002,994.71,1027.51,1
Germany,1998,DEU,81524384.0,2535903723520.0,0.191,923.467,-8.02,-0.861,903.923,-12.607,-1.376,11.088,0.356,0.225,11.327,0.364,0.23,377.48,4.63,1080.495,13.254,0.426,898.38,74437.742,74367.32,56953.793,33.359,3251.115,169.087,13208.962,92.129,49305.879,1.585,3.168,0.039,165.378,2.029,12.323,11.921,-19.544,-0.24,79.77,0.978,50.77,0.623,351.882,4.316,0.123,10.015,4019.631,2.361,3.795,2.964,4.321,5.285,7.474,4.444,11.231,0.314,2.885,0.025,3.829,2.556,0.941,3.687,-0.317,3.557,4.541,3.698,0.006,0.033,0.041,0.002,971.83,1004.64,1
Germany,1999,DEU,81556968.0,2613176696832.0,0.193,895.402,-28.065,-3.039,874.4,-29.523,-3.266,10.721,0.335,0.221,10.979,0.343,0.226,360.052,4.415,1089.646,13.361,0.417,914.152,75333.141,75241.719,57313.844,36.473,3416.743,148.085,13549.769,102.162,48598.668,1.517,3.113,0.038,165.627,2.031,11.852,11.449,-21.002,-0.258,77.55,0.951,47.12,0.578,340.806,4.179,0.123,10.033,3963.56,2.284,3.606,2.836,4.063,5.168,7.38,4.415,11.108,0.333,2.913,0.022,3.815,2.672,0.943,3.604,-0.35,3.362,4.576,3.668,0.006,0.033,0.041,0.002,933.74,966.63,1
Germany,2000,DEU,81551680.0,2718560681984.0,0.187,898.938,3.536,0.395,878.691,4.291,0.491,10.775,0.323,0.22,11.023,0.331,0.225,373.46,4.579,1083.652,13.288,0.399,929.404,76232.078,76120.406,57687.305,39.465,3583.163,127.839,13880.505,112.237,48903.699,1.467,2.992,0.037,166.421,2.041,11.761,11.357,-20.247,-0.248,74.99,0.92,45.45,0.557,330.737,4.056,0.124,10.075,3988.179,2.114,3.525,2.846,4.056,5.048,7.286,4.387,10.984,0.35,2.937,0.018,3.799,2.778,0.862,3.518,-0.377,3.218,4.658,3.636,0.006,0.034,0.042,0.002,926.16,959.12,1
Germany,2001,DEU,81514568.0,2793372909568.0,0.166,915.242,16.304,1.814,894.052,15.361,1.748,10.968,0.32,0.22,11.228,0.328,0.225,376.52,4.619,1080.182,13.251,0.387,942.908,77147.328,77014.461,58063.828,42.435,3756.963,106.649,14219.361,121.83,49841.387,1.454,2.97,0.036,173.8,2.132,11.997,11.997,-21.19,-0.26,73.32,0.899,47.11,0.578,338.856,4.157,0.118,9.592,4062.799,1.791,3.565,2.911,4.066,4.92,7.197,4.362,10.865,0.365,2.964,0.015,3.784,2.864,0.884,3.654,-0.421,3.272,4.496,3.605,0.006,0.034,0.042,0.002,977.91,977.89,1
Germany,2002,DEU,81443424.0,2822441533440.0,0.157,898.835,-16.408,-1.793,882.237,-11.816,-1.322,10.833,0.313,0.22,11.036,0.318,0.224,375.786,4.614,1027.003,12.61,0.364,955.731,78046.156,77896.695,58439.613,45.401,3930.573,90.051,14543.773,131.068,49257.789,1.421,2.966,0.036,173.61,2.132,11.809,11.808,-16.598,-0.204,71.09,0.873,46.91,0.576,324.412,3.983,0.113,9.238,4011.723,1.64,3.424,2.789,3.88,4.791,7.106,4.334,10.74,0.38,2.985,0.013,3.767,2.932,0.913,3.54,-0.308,3.138,4.271,3.573,0.006,0.034,0.042,0.002,961.7,961.78,1
